actual_label,predicted_label,true_label_prob,is_correct
15,9,0.009107844,False
17,9,0.22204687,False
10,9,0.0026353672,False
14,9,0.0036631695,False
2,9,0.015482199,False
2,9,0.013759571,False
28,9,0.0067015192,False
24,9,0.00093379105,False
15,9,0.010104059,False
0,17,0.016900694,False
14,17,0.0029143495,False
22,9,0.0006253635,False
3,9,0.08598329,False
28,9,0.0071375,False
24,9,0.00068953703,False
10,17,0.0051654885,False
2,17,0.00830241,False
3,17,0.08690417,False
18,9,0.0057296976,False
11,9,0.005223377,False
10,9,0.0035039207,False
0,17,0.012996108,False
1,9,0.0014315842,False
17,9,0.32836953,False
3,17,0.0822972,False
1,17,0.00063671084,False
13,9,0.010995844,False
9,17,0.28693444,False
21,9,0.026780073,False
25,17,0.008491038,False
24,9,0.0006805398,False
14,9,0.005269998,False
24,9,0.000752962,False
17,9,0.26025775,False
9,17,0.29013935,False
9,17,0.3201507,False
17,17,0.49009758,True
17,17,0.39387304,True
1,17,0.0009838216,False
17,17,0.26646113,True
10,17,0.0034036124,False
17,17,0.4295523,True
14,17,0.0036684491,False
5,17,0.005373362,False
10,17,0.0034170432,False
12,17,0.007944903,False
24,17,0.000784282,False
27,9,0.0019738914,False
10,17,0.0035536548,False
17,17,0.3706938,True
3,17,0.095042914,False
16,17,0.010574717,False
6,17,0.0034716646,False
12,9,0.003926462,False
15,9,0.009310858,False
14,9,0.0040570064,False
9,9,0.35834,True
14,9,0.004035698,False
9,9,0.38742194,True
19,9,0.00305358,False
28,17,0.0053949133,False
19,9,0.0021882853,False
10,9,0.0037197275,False
9,17,0.268335,False
10,9,0.0035611955,False
2,9,0.010365471,False
2,17,0.007926006,False
10,17,0.0048327963,False
18,17,0.0032358598,False
10,17,0.006146407,False
17,17,0.34162349,True
17,17,0.5224582,True
10,17,0.0037425256,False
17,17,0.36500478,True
17,9,0.25575522,False
12,17,0.0038798046,False
12,17,0.009500427,False
14,9,0.0038015193,False
27,9,0.0021784068,False
12,17,0.0044921455,False
27,9,0.0016271903,False
17,9,0.19726555,False
22,17,0.000528934,False
7,17,0.015518772,False
22,9,0.0006595763,False
2,17,0.016456323,False
22,17,0.00068927713,False
22,17,0.0006264903,False
18,9,0.004935744,False
18,17,0.0059045954,False
16,17,0.007184565,False
27,9,0.001183797,False
12,17,0.025218336,False
27,17,0.0016125339,False
9,17,0.19385776,False
5,17,0.0036807826,False
2,9,0.021562958,False
21,17,0.06825336,False
18,9,0.004516476,False
12,17,0.017770816,False
10,17,0.0039003228,False
1,17,0.0013331671,False
27,17,0.001176989,False
9,9,0.352948,True
22,9,0.001042797,False
18,9,0.005949071,False
20,17,0.003306541,False
5,9,0.0041409805,False
1,9,0.00084440556,False
22,9,0.00084834854,False
23,9,0.025127055,False
23,9,0.036418814,False
2,17,0.0073971506,False
20,17,0.0019517248,False
16,17,0.021211922,False
16,17,0.011922204,False
14,9,0.00666582,False
5,17,0.002534973,False
14,9,0.0035497535,False
14,9,0.006171754,False
28,9,0.0073342435,False
12,17,0.023684984,False
28,17,0.010333746,False
28,9,0.0075999973,False
6,17,0.0027954383,False
24,9,0.0005325888,False
24,17,0.0008445701,False
2,17,0.010386213,False
24,9,0.00086511543,False
24,17,0.00071721344,False
28,9,0.0077172634,False
14,9,0.0045040892,False
21,9,0.06732944,False
14,17,0.004279706,False
14,17,0.0038130598,False
8,17,0.019895127,False
2,9,0.0081741465,False
14,9,0.0037686948,False
28,9,0.009121781,False
28,9,0.009478815,False
24,9,0.000805029,False
3,17,0.09581862,False
14,17,0.0034872391,False
2,17,0.010806513,False
10,17,0.004915701,False
22,17,0.0005901589,False
18,17,0.0074152397,False
22,9,0.0007460619,False
24,17,0.0007581809,False
22,9,0.0006095945,False
4,17,0.0012494036,False
27,9,0.0020934488,False
27,17,0.002185178,False
