actual_label,predicted_label,true_label_prob,is_correct
15,17,0.0018158547,False
17,17,0.3396984,True
10,17,0.0024941454,False
14,17,0.005739592,False
2,16,0.0007596246,False
2,16,0.00077777583,False
28,16,0.005517892,False
24,16,0.0014970662,False
15,16,0.0020147553,False
0,16,0.0076670814,False
14,17,0.005489941,False
22,17,0.003595446,False
3,17,0.014540305,False
28,17,0.0039767446,False
24,17,0.00096963,False
10,17,0.0031272226,False
2,17,0.0006695053,False
3,17,0.013375501,False
18,17,0.0018310646,False
11,17,0.0012856743,False
10,17,0.002661739,False
0,17,0.006710256,False
1,17,0.000105185936,False
17,17,0.38194937,True
3,17,0.013328404,False
1,17,9.885004e-05,False
13,17,0.007400786,False
9,17,0.00042259696,False
21,16,0.0041764984,False
25,17,0.008874454,False
24,17,0.0009584589,False
14,17,0.0062539526,False
24,17,0.0011674238,False
17,17,0.3539943,True
9,17,0.00034240924,False
9,17,0.00030370042,False
17,17,0.33735535,True
17,17,0.35523474,True
1,17,0.0001316868,False
17,17,0.35763353,True
10,17,0.0032434778,False
17,17,0.34119284,True
14,17,0.006794562,False
5,17,0.00027149118,False
10,17,0.0027650264,False
12,16,7.1665156e-05,False
24,17,0.00094228785,False
27,17,0.0012532983,False
10,17,0.0032810895,False
17,17,0.3464026,True
3,16,0.017468076,False
16,17,0.2529584,False
6,17,0.00028426744,False
12,17,4.0735926e-05,False
15,17,0.0013511722,False
14,17,0.006234941,False
9,17,0.00044950587,False
14,8,0.0081221,False
9,17,0.00036074626,False
19,17,9.9524914e-05,False
28,17,0.0033228125,False
19,17,9.39451e-05,False
10,17,0.002531297,False
9,17,0.0003654828,False
10,17,0.0027236107,False
2,17,0.00061940704,False
2,17,0.0006618087,False
10,17,0.003071038,False
18,17,0.0018257629,False
10,17,0.0030198891,False
17,17,0.37290627,True
17,17,0.37002727,True
10,17,0.0032966402,False
17,17,0.3745316,True
17,17,0.34023383,True
12,16,5.721196e-05,False
12,16,7.839325e-05,False
14,17,0.004818557,False
27,17,0.001276388,False
12,17,5.3730804e-05,False
27,17,0.0012151073,False
17,8,0.3297337,False
22,17,0.0033234486,False
7,17,0.021194128,False
22,17,0.0042517404,False
2,17,0.0006803085,False
22,17,0.0027294226,False
22,17,0.0036242157,False
18,17,0.0016851943,False
18,17,0.0019134791,False
16,17,0.30812111,False
27,17,0.0011603915,False
12,17,4.91878e-05,False
27,17,0.0012384781,False
9,17,0.0003317326,False
5,17,0.0002508548,False
2,17,0.0006730279,False
21,17,0.0043839947,False
18,17,0.0018975717,False
12,17,4.826899e-05,False
10,16,0.0025831892,False
1,17,0.00010339848,False
27,17,0.001131803,False
9,17,0.00036478112,False
22,16,0.0039563035,False
18,17,0.0018276172,False
20,17,0.0033335094,False
5,17,0.00025254182,False
1,17,0.000107351705,False
22,17,0.0041257655,False
23,17,6.521902e-05,False
23,17,6.280162e-05,False
2,17,0.00062785833,False
20,17,0.0037011132,False
16,16,0.33169723,True
16,16,0.33099017,True
14,17,0.0057652183,False
5,17,0.0002493682,False
14,17,0.0051939646,False
14,17,0.0050604176,False
28,17,0.004762976,False
12,17,5.240317e-05,False
28,17,0.0051801363,False
28,17,0.004128919,False
6,17,0.00028753816,False
24,17,0.0013148894,False
24,17,0.0011400552,False
2,17,0.0006617301,False
24,17,0.0010058618,False
24,17,0.0010306909,False
28,17,0.00417645,False
14,17,0.005982673,False
21,17,0.0036849873,False
14,17,0.00777699,False
14,17,0.0051784324,False
8,17,0.2754382,False
2,16,0.0007636978,False
14,17,0.005850433,False
28,17,0.0038703945,False
28,17,0.003973364,False
24,17,0.0011759094,False
3,8,0.013022962,False
14,17,0.0074945563,False
2,17,0.00066300214,False
10,17,0.003392197,False
22,17,0.0027260117,False
18,17,0.0021342458,False
22,8,0.004513904,False
24,17,0.0012189153,False
22,16,0.0035475923,False
4,17,0.00340742,False
27,17,0.0010644753,False
27,17,0.0012850505,False
9,17,0.00025619252,False
9,17,0.00031198206,False
2,17,0.00064664806,False
14,17,0.007069775,False
5,17,0.00027075544,False
2,17,0.0006513274,False
2,16,0.0007450003,False
17,17,0.37374753,True
8,17,0.30102628,False
21,17,0.0031790899,False
25,17,0.008205223,False
10,17,0.0034031272,False
14,17,0.006171577,False
18,17,0.0019530338,False
24,16,0.0014527733,False
11,17,0.0009723163,False
22,17,0.0035799516,False
17,17,0.40029165,True
3,17,0.013087102,False
28,17,0.0048457296,False
17,17,0.36545417,True
13,8,0.005870234,False
14,17,0.0064959913,False
14,17,0.0083828615,False
10,17,0.0034468486,False
14,17,0.006041136,False
1,17,0.000115665265,False
10,17,0.0032080663,False
8,17,0.30638674,False
8,17,0.32491088,False
28,17,0.003743513,False
23,17,7.552406e-05,False
9,17,0.00034893307,False
9,17,0.00032148248,False
22,17,0.0028040756,False
17,17,0.31728998,True
24,17,0.001161733,False
19,17,0.000101130034,False
28,17,0.0050824434,False
9,17,0.00026482748,False
24,17,0.0010942008,False
25,17,0.007787016,False
23,17,7.322915e-05,False
23,17,7.714116e-05,False
24,17,0.0014872472,False
3,17,0.015224844,False
17,17,0.31459576,True
7,17,0.020542482,False
2,17,0.0005994683,False
9,17,0.00029811694,False
27,17,0.0012035487,False
27,17,0.0010719219,False
1,17,0.00010626368,False
22,16,0.0035605696,False
14,17,0.006555192,False
14,17,0.00749772,False
14,8,0.007995872,False
9,17,0.00028713277,False
2,17,0.00070384593,False
21,17,0.0043684687,False
7,17,0.016398648,False
7,17,0.02276363,False
24,17,0.0011088342,False
12,17,4.4044886e-05,False
14,17,0.007279594,False
22,17,0.0041430215,False
7,17,0.024887396,False
20,16,0.007063825,False
1,17,0.00012510682,False
9,17,0.0002690208,False
9,17,0.00027316378,False
13,17,0.0073803514,False
17,17,0.3540339,True
2,17,0.00057884457,False
4,17,0.0036760939,False
17,17,0.3284026,True
17,8,0.31308705,False
17,17,0.35767648,True
9,17,0.00026287633,False
16,17,0.30059442,False
7,17,0.021211274,False
28,17,0.0043255487,False
5,17,0.00025242104,False
10,17,0.00259448,False
3,17,0.013442542,False
17,17,0.36439136,True
27,17,0.0011334752,False
27,17,0.0011518991,False
28,17,0.004021955,False
17,17,0.37351015,True
17,17,0.3793521,True
13,17,0.006645229,False
17,17,0.37442273,True
17,17,0.3565473,True
28,16,0.0060533634,False
14,17,0.00767933,False
12,17,4.8460995e-05,False
14,17,0.005879486,False
14,17,0.0071285195,False
14,17,0.0058145635,False
27,17,0.0011910045,False
22,17,0.0026799687,False
22,17,0.0028167525,False
7,17,0.021991288,False
